Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
1.075149536,0.6664647,0.05495563,0.7359109,0.5655655,0.5968293,-0.5596074,-0.4740472,0.7937282,0.3688392
1.080224514,0.6664478,0.05493277,0.7359281,0.5655938,0.5968208,-0.5595878,-0.4740373,0.7937363,0.3688346
1.085300446,0.666443,0.05489063,0.7359356,0.5656199,0.5968153,-0.5595673,-0.474013,0.7937434,0.3688506
1.090376377,0.6664485,0.05483261,0.7359354,0.5656402,0.5968195,-0.559543,-0.4739817,0.7937447,0.3688883
1.095452309,0.6664507,0.05476412,0.7359378,0.5656586,0.5968366,-0.5595053,-0.4739556,0.793736,0.3689393
1.100530624,0.6664678,0.0546864,0.7359282,0.5656732,0.5968496,-0.5594767,-0.4739141,0.7937315,0.3690015
1.105603695,0.6664932,0.05463493,0.7359092,0.5656644,0.5968719,-0.5594621,-0.4738893,0.7937185,0.3690614
1.110679626,0.666518,0.05456534,0.7358913,0.5656554,0.5969074,-0.5594326,-0.4738644,0.793696,0.3691404
1.115755558,0.6665429,0.0544976,0.7358735,0.5656447,0.5969446,-0.5594031,-0.4738415,0.7936724,0.3692195
1.120831013,0.6665836,0.05444336,0.7358412,0.5656176,0.596981,-0.5593925,-0.4738175,0.7936492,0.3693005
1.125906944,0.6666238,0.05437753,0.7358094,0.5655937,0.5970198,-0.5593749,-0.4737892,0.7936244,0.3693895
