Time (s),Roll (deg),Pitch (deg),Yaw (deg)
6.921692371,75.82636,2.156491,-104.5828
6.941995621,75.82494,2.154754,-104.5547
6.962298393,75.82803,2.148574,-104.5255
6.982601643,75.82721,2.143728,-104.4913
7.000366688,75.8204,2.139301,-104.4585
7.020668983,75.81813,2.135664,-104.4227
7.040968418,75.82059,2.130547,-104.3874
7.061271667,75.8194,2.126138,-104.3513
7.081573963,75.81464,2.116901,-104.3149
7.101877212,75.81357,2.117289,-104.2787
7.122179985,75.81664,2.118886,-104.2441
7.142482757,75.81621,2.118449,-104.2141
7.160248279,75.81321,2.117266,-104.1895
7.180550575,75.81003,2.115346,-104.1666
7.200853824,75.80988,2.117121,-104.1485
7.221156597,75.81066,2.117289,-104.1355
7.241455555,75.80872,2.11896,-104.1261
7.261758804,75.80358,2.120541,-104.1206
7.282061100,75.80333,2.113203,-104.1152
7.302364349,75.80246,2.105154,-104.1047
7.322667122,75.8014,2.099839,-104.089
7.340432167,75.79654,2.093165,-104.0715
7.360735416,75.79198,2.087843,-104.0481
7.381037712,75.78921,2.082133,-104.0206
7.401340961,75.78645,2.076154,-103.9869
7.421643734,75.78349,2.073379,-103.9506
7.441942692,75.78088,2.072159,-103.9144
7.462245941,75.78336,2.070493,-103.8785
7.482548714,75.7823,2.068284,-103.8406
7.500313759,75.7772,2.068776,-103.8095
7.520616054,75.76914,2.068377,-103.778
7.540919304,75.76762,2.067282,-103.7534
7.561222553,75.77116,2.067921,-103.7291
7.581525326,75.77215,2.065997,-103.7019
7.601828575,75.76922,2.066502,-103.6781
7.622130871,75.77014,2.066884,-103.6558
7.642430305,75.77214,2.068215,-103.6371
7.660195351,75.77097,2.065784,-103.6187
7.680497646,75.76809,2.060314,-103.5974
7.700800896,75.76421,2.063339,-103.5778
7.721103668,75.76089,2.062353,-103.5614
7.741406918,75.76194,2.058103,-103.5443
7.761709690,75.7652,2.053577,-103.5279
7.782012463,75.76331,2.054139,-103.5067
7.802315712,75.76259,2.053357,-103.4846
7.822618008,75.76478,2.049205,-103.463
7.840379238,75.76591,2.046519,-103.4445
7.860682487,75.76888,2.040595,-103.4202
7.880985260,75.76829,2.042114,-103.3914
7.901288033,75.76868,2.043958,-103.3605
7.921590805,75.7711,2.044385,-103.3317
7.941894054,75.76757,2.047366,-103.3077
7.962197304,75.76514,2.047141,-103.2845
7.982499599,75.76015,2.047701,-103.2671
8.000264645,75.75258,2.050406,-103.256
8.020567894,75.74993,2.049097,-103.2473
8.040866375,75.74883,2.047875,-103.2386
8.061169624,75.74584,2.049796,-103.2298
8.081472397,75.74727,2.045945,-103.2249
8.101775646,75.7503,2.048856,-103.2189
8.122078419,75.75497,2.048985,-103.2072
8.142381191,75.75405,2.04696,-103.193
8.160146236,75.7496,2.04373,-103.1811
8.180449009,75.74816,2.044098,-103.1691
8.200752258,75.74668,2.041167,-103.1538
8.221055031,75.74538,2.036441,-103.1341
8.241353988,75.73841,2.032749,-103.1148
8.261656761,75.73011,2.031462,-103.098
8.281959534,75.72387,2.030118,-103.0761
8.302262783,75.72229,2.023821,-103.0457
8.322566032,75.72157,2.021101,-103.0123
8.340330601,75.71748,2.018877,-102.9862
8.360633373,75.71456,2.015084,-102.9564
8.380936146,75.71181,2.010532,-102.9252
8.401239395,75.71395,2.003511,-102.8979
8.421542644,75.71272,2.006404,-102.8725
8.441841125,75.70291,2.00658,-102.852
8.462144375,75.69585,2.006477,-102.835
8.482446670,75.70376,2.006818,-102.8189
8.500211716,75.71005,2.002734,-102.8074
8.520514965,75.70821,2.001734,-102.7979
8.540817737,75.70464,1.999667,-102.7877
8.561120987,75.70528,1.996511,-102.7707
8.581423283,75.70837,1.989769,-102.749
8.601726532,75.70384,1.989908,-102.7261
8.622029781,75.70251,1.986395,-102.7
8.642328262,75.70333,1.9836,-102.6707
8.662631512,75.70802,1.978271,-102.6373
8.680396557,75.70697,1.976711,-102.6048
8.700699329,75.70327,1.974891,-102.5664
8.721002579,75.70184,1.9705,-102.5267
8.741304874,75.70091,1.967406,-102.4868
8.761608124,75.70019,1.966206,-102.4473
